MSFT,AAPL,AMZN
228.355761,121.844866,3045.302942
228.25791,121.800584,3047.396333
227.850856,121.720519,3049.174525
227.829515,121.656318,3050.789523
227.498895,121.694013,3051.257138
227.494202,121.785578,3053.088647
227.33478,121.775887,3052.297029
227.36088,121.846998,3051.601365
227.508352,121.834518,3054.873136
227.239263,121.904466,3056.053004
227.11794,121.833689,3057.070422
226.907528,121.824441,3056.220437
226.503144,121.810988,3052.444541
226.2257,121.784326,3052.346912
226.632292,121.905137,3049.164304
226.694234,121.822232,3048.486307
226.665655,121.754255,3044.747833
226.781688,121.847529,3042.188285
227.052845,121.796209,3040.513737
226.743005,121.683652,3037.808108
226.4916,121.651842,3039.274786
226.390358,121.630453,3037.61643
226.374319,121.656615,3040.079691
226.151778,121.665694,3040.617647
226.440943,121.704396,3043.265042
226.693458,121.709784,3049.04369
226.677184,121.737556,3052.170773
226.561179,121.669012,3050.276858
226.816407,121.775025,3048.094632
227.090401,121.661517,3047.818717
227.144799,121.970796,3045.366755
227.25566,121.870382,3046.1059
227.205028,121.878813,3040.217887
227.10115,121.819124,3031.687581
226.837958,121.797772,3030.21083
226.690992,121.660958,3027.518114
226.532445,121.624664,3030.109452
226.642226,121.67813,3034.113577
227.061368,121.671404,3039.114428
227.481614,121.64233,3036.247354
227.647385,121.724754,3039.024585
227.508173,121.680833,3034.88943
227.414629,121.773908,3030.938118
227.570883,121.694059,3020.300258
227.884082,121.691955,3017.690682
227.895303,121.795304,3014.599472
227.801234,121.76414,3011.800958
227.94067,121.696963,3006.923864
227.905168,121.676945,3002.194552
228.110708,121.657063,3000.530321
228.038276,121.720386,3002.170745
228.390353,121.826364,3008.9803
228.656189,121.89919,3008.146345
228.956325,122.100105,3004.340403
229.161066,122.162258,3001.112322
229.225566,122.212918,2997.571336
229.26812,122.22093,2997.170466
229.506341,122.146194,2998.392924
229.544585,122.143311,3002.712317
229.82341,122.161577,3002.737916
230.03376,122.018808,3002.456853
229.952775,122.052168,3009.225954
230.093232,122.225692,3016.263303
230.527099,122.224673,3016.4286
230.460212,122.189505,3011.035423
230.341019,122.241888,3007.037445
230.439918,122.193546,3004.331276
230.465532,122.146382,2998.48179
230.834988,122.093276,2996.299235
230.384892,122.251208,2997.472809
230.341328,122.292273,2994.041498
230.369471,122.343294,2994.249907
230.706366,122.450871,2990.567619
230.972808,122.390042,2993.429331
231.277917,122.304336,2999.209992
231.083142,122.285144,2992.909047
230.745216,122.131979,2990.356612
231.141105,122.118488,2986.796102
231.473824,122.049852,2982.192971
231.500232,122.140496,2977.977504
231.575712,122.154535,2980.392783
231.368657,122.122372,2981.152193
231.329195,122.169603,2986.111959
230.869925,122.222672,2990.638592
230.69334,122.26519,2991.008718
230.659499,122.235856,2994.312442
230.559192,122.139262,2995.775584
230.386525,122.09936,2992.404165
230.322466,122.124208,2985.052558
230.324842,122.128743,2984.445739
230.193987,122.221033,2983.783509
230.178069,122.053782,2985.009259
230.287205,122.022979,2981.876988
230.448431,121.926846,2978.16935
230.572898,121.937042,2978.333598
230.834007,121.969011,2980.75001
230.826916,121.940262,2978.371939
230.712304,121.93312,2976.330314
231.096637,121.894295,2979.972821
231.138231,121.85897,2980.953089
231.084381,121.826807,2980.339834
230.988102,121.983803,2984.52813
230.735098,122.010372,2982.665574
230.698639,122.071813,2978.905723
230.459461,122.102606,2977.734486
230.441719,122.043108,2977.553792
231.01575,121.969873,2982.427319
231.177156,121.996168,2981.07201
230.96279,122.050615,2983.722305
230.667395,122.129023,2986.363667
230.405924,122.177131,2988.070314
230.390608,122.119569,2994.245803
230.665859,122.154427,2994.048221
230.875134,122.258728,2990.202186
230.890896,122.275929,2986.336305
231.051157,122.214766,2984.792664
231.332754,122.225199,2984.99365
231.625822,121.916523,2987.427201
231.865524,121.823703,2990.315819
231.935001,121.809844,2988.457144
231.931172,122.051097,2990.041042
231.932987,122.467665,2994.240976
232.08397,122.708167,2989.732874
232.184863,122.783579,2991.945168
232.343725,123.251762,2986.41057
232.250799,123.029857,2984.545339
232.113184,122.749858,2977.413324
231.956386,122.820939,2982.135498
231.805282,122.640171,2979.953004
231.814034,122.697665,2977.975815
231.715888,122.644821,2972.182569
231.404034,122.573003,2970.973046
231.369994,122.508686,2967.432246
231.261062,122.201009,2963.747376
231.233465,122.136214,2960.903489
231.100318,122.053241,2956.204925
231.140468,121.778513,2956.813687
231.21836,121.169735,2956.677742
231.199664,120.999543,2959.233394
231.350662,120.950659,2953.517449
231.522816,121.184264,2956.025609
231.326657,121.376883,2949.927651
231.378415,121.26354,2952.395151
231.32931,121.237444,2951.862479
231.172653,121.085303,2948.955466
231.281508,120.956869,2951.489013
230.908368,120.789663,2951.292793
230.533252,121.008271,2956.824528
230.367108,120.915311,2961.890126
230.28482,120.901767,2959.639209
230.164142,121.000278,2958.93946
230.412098,121.117984,2963.325111
230.86112,120.959653,2962.610539
230.687637,120.637232,2960.731713
230.810508,120.629845,2960.35095
230.546374,120.636341,2960.041255
230.229098,120.444301,2956.365395
229.501526,120.664568,2954.118446
229.323008,120.836627,2952.525413
228.990656,120.674864,2954.864185
228.927856,120.632387,2955.280206
228.505591,120.71098,2957.20794
228.239251,120.874372,2962.213677
228.301233,120.956179,2965.307608
228.172847,121.06749,2967.087994
228.452017,121.137594,2970.672207
228.432435,120.927529,2973.541654
228.257402,120.727317,2976.149722
228.197671,120.684932,2985.188453
228.135646,120.620203,2988.898344
227.649753,120.594799,2986.577819
227.560558,120.832492,2989.264521
227.930383,121.106404,2988.802633
227.864269,121.246726,2984.468954
227.8793,121.158631,2984.840765
228.284119,121.084065,2982.351686
228.742964,121.290044,2979.509354
228.854769,121.447668,2978.837883
228.437734,121.44426,2975.087883
228.347865,121.323196,2973.867773
228.050287,121.320488,2976.073473
227.749606,121.215236,2977.604423
227.582373,121.428098,2979.654569
227.71367,121.507405,2984.950365
227.41089,121.682185,2987.71509
227.451968,121.724791,2989.01074
227.375099,121.787792,2993.760056
227.356186,121.886958,2995.340841
227.65999,121.975302,2993.89871
227.429602,121.896685,3004.76245
227.097004,122.084079,3010.623086
226.839877,122.282467,3008.044745
226.541198,122.47364,3006.470904
226.449776,122.479885,3001.968944
226.626457,122.429527,3001.002791
226.625291,122.553007,2996.93473
226.757199,122.767269,3002.64151
226.987835,122.700058,3006.615377
226.850859,122.602239,3004.449185
226.949766,122.694397,3003.388934
227.008749,122.752353,3004.293904
226.904782,122.650819,3006.195827
226.676564,122.359996,3005.531105
226.593285,122.098353,3001.055301
226.494303,122.06236,3000.311827
226.492593,122.209832,2998.093886
226.359323,122.507859,2994.594516
226.235304,122.916792,2997.579651
226.251168,122.804841,2999.680666
226.497026,122.849338,2998.103073
226.367997,123.09147,2994.212579
226.425579,123.144459,2991.458056
226.576047,123.064456,2985.219355
226.568231,122.996679,2983.526167
226.460882,122.948459,2986.812176
226.701681,122.92537,2986.346792
226.404554,122.719874,2987.675164
226.167903,122.604834,2983.392758
226.201892,122.616677,2982.564447
226.313484,122.594583,2985.42525
226.584475,122.429488,2983.841468
226.406085,122.3686,2978.639341
226.626436,122.326392,2977.152721
226.81857,122.21673,2980.25013
226.899566,122.137893,2980.978821
227.20037,122.141694,2975.448113
227.10324,122.053199,2973.26246
227.067442,122.270403,2972.00271
226.897755,122.404812,2976.348147
226.673748,122.375235,2977.321942
226.632576,122.21395,2977.916265
226.819733,122.368297,2986.405414
226.95081,122.465748,2983.568479
226.634531,122.504438,2985.949723
226.787624,122.444357,2992.750039
227.012088,122.31431,2990.555215
226.703309,122.281796,2989.240167
226.873631,122.100431,2990.410197
226.620535,122.120762,2986.699105
226.434681,122.468477,2981.989199
226.420653,122.669999,2985.37459
226.362126,122.553874,2980.195552
226.383062,122.447329,2984.387445
226.283551,122.253402,2987.612865
225.803935,122.264085,2981.019969
225.685845,122.328682,2983.229293
225.561465,122.447343,2988.195514
225.384252,122.332839,2989.332227
225.223799,122.383394,2981.66017
224.958581,122.585774,2983.758798
224.942532,122.838992,2982.434335
225.026932,122.910815,2983.281538
225.249096,122.937238,2986.487181
224.953522,122.950241,2985.328166
224.892281,123.039259,2986.027852
224.446479,123.139893,2981.268477
224.673069,123.111182,2978.937727
224.827079,123.114111,2976.229819
224.57943,123.010769,2973.4312
224.64874,122.920378,2972.403053
224.66843,122.888,2977.3209
224.868484,122.802677,2977.137161
225.207018,122.888307,2977.583306
225.198836,122.866079,2977.987124
225.333347,122.69784,2977.869394
225.604972,122.589179,2977.614196
225.595048,122.496274,2980.590928
225.49351,122.563239,2978.767246
225.643611,122.473331,2978.943231
225.616159,122.551075,2981.341167
225.370893,122.536777,2977.609386
225.124875,122.674389,2979.021573
224.894934,122.858854,2981.447333
225.043935,122.994801,2977.751027
224.98104,122.882613,2978.444963
225.229536,122.865692,2977.877295
225.447625,122.813514,2981.173545
225.564758,122.729993,2981.44549
225.732002,122.801034,2980.549641
225.762382,122.471285,2976.342226
225.76733,122.085699,2970.208465
226.018371,122.033002,2969.893852
226.206514,121.906286,2974.078586
226.306166,122.001456,2977.180294
226.143044,122.14057,2974.13055
226.274343,122.333052,2977.48652
226.191963,122.179743,2977.338623
225.916768,122.301898,2973.03152
226.155467,122.190062,2978.268287
226.262227,122.027173,2981.424805
226.092896,121.46987,2985.247738
226.083009,121.431301,2986.136591
225.946282,121.336877,2985.200092
225.905976,121.253241,2985.05977
225.963677,121.051211,2985.033022
226.036933,120.926706,2984.9299
226.035572,120.90827,2985.000745
226.361499,120.890401,2985.01273
226.389268,121.208525,2985
226.660748,121.088055,2985.11
226.900822,120.88372,2985.00516
227.054018,120.864001,2985
226.742504,120.607076,2984.995315
227.404286,120.593133,2977.970312
227.672693,120.515919,2977.193144
227.626512,120.833569,2976.177065
227.501667,120.741034,2973.097133
227.376753,120.730035,2971.817436
227.217942,121.109047,2969.349689
226.929601,121.360505,2954.634632
227.130986,121.384669,2954.536643
227.356807,121.128428,2954.831925
227.263875,121.033784,2976.975929
227.299244,120.936662,2980.618012
227.273567,120.761189,2987.327556
227.207989,120.644849,2990.612765
227.122753,120.622552,2997.44158
226.866251,120.429914,2999.952163
226.766067,120.415958,3000.167524
226.497975,120.342577,2999.27
226.192968,120.350028,2990.043674
226.288099,120.701643,2982.562159
226.421824,120.480789,2983.597981
226.449343,120.249164,2984.714661
226.28753,120.14905,2989.892643
226.242527,120.042027,2993.890433
225.760105,120.085415,2988.382148
225.669745,120.341475,2989.244755
225.815986,120.206685,2992.778095
225.624737,120.376764,2995.024195
225.742779,120.552861,2997.024244
225.818884,120.409695,2992.418282
226.050308,120.580873,2998.018363
226.135245,120.570906,2998.110723
226.099181,120.370891,2998.919527
225.674981,120.159414,2997.004659
225.544696,120.158204,2995.051798
225.603425,120.13972,2994.77155
225.841939,120.131703,2993.110094
225.581373,119.994605,2990.17141
225.432859,119.939342,2987.897821
225.675415,119.992036,2992.808269
225.66569,120.104297,2991.911146
225.661454,119.902509,2985.582888
226.109209,119.862932,2980.139151
226.268877,119.984815,2975.557277
226.049838,120.070033,2976.289913
226.348664,120.102191,2980.313221
226.698926,120.244619,2984.530377
226.675806,120.022491,2983.842089
226.571063,119.778607,2986.062682
226.488064,119.866071,2996.800984
226.392437,119.981188,2992.607953
225.953248,120.074462,2995.513783
225.635976,119.954563,2999.090799
225.550957,120.13567,3000.172895
226.092106,120.210711,2999.640517
226.286907,120.224169,2996.282643
225.908243,120.458813,2997.589971
226.084484,120.380026,2999.502822
226.424035,120.292026,2998.383327
226.67766,120.263756,2999.658318
226.352925,120.071787,3000.326034
226.447456,120.087834,3002.484949
226.600618,120.22708,3002.568043
226.584828,120.294396,3003.72445
226.871893,120.104085,3005.647062
226.728479,120.183846,3007.549441
226.65334,120.362376,3007.124485
226.322936,120.156569,3008.56643
226.295106,120.181417,3007.272216
226.466859,120.00949,3008.785192
226.527037,119.873408,3008.421732
226.562861,119.977537,3012.664761
226.872925,119.882685,3014.454242
226.674532,119.816889,3012.581955
226.730646,119.693492,3013.035653
226.819277,119.545204,3011.33304
226.73288,119.536762,3011.058743
226.730045,119.536674,3009.76994
227.075924,119.468699,3010.002489
226.785876,119.258616,3011.074351
226.736691,119.00628,3010.660661
227.516687,119.019107,3013.846597
227.095704,119.098489,3012.532769
226.732061,119.178009,3003.447895
227.421635,118.980097,2994.024648
226.733681,119.046432,2989.666885
227.182463,118.79753,2993.092537
227.057027,118.966179,2983.962459
227.053787,118.774868,2981.668288
226.752606,118.74784,2980.021004
227.683564,118.84528,2980.279772
227.165895,118.839547,2976.012269
227.178453,119.042498,2969.680028
227.080175,119.2718,2969.642585
227.037023,119.26816,2965.062843
226.707637,119.35551,2964.848152
226.775757,119.52112,2963.782875
226.769588,119.449319,2971.70607
226.695097,119.423388,2970.869697
226.721583,119.576322,2967.79305
226.729922,119.62272,2978.273674
226.414448,119.508797,2974.772961
226.296015,119.372822,2968.109983
226.08608,119.257201,2960.79322
226.001212,119.353977,2963.065337
225.916793,119.370479,2964.056524
226.018791,119.480172,2956.881746
226.247643,119.672194,2952.137912
226.054688,119.796663,2953.782418
226.01298,119.844122,2954.506665
225.995211,119.884662,2947.724453
226.725503,120.068811,2948.896565
225.806084,120.142247,2955.984551
226.202454,120.307838,2953.679452
226.146465,120.327269,2956.234114
226.250952,120.113727,2961.015687
226.413691,120.163258,2961.105396
226.545116,120.02692,2963.953371
226.583405,119.941322,2968.66522
226.581411,119.993285,2975.649863
226.729462,120.095601,2979.505558
226.647151,119.984362,2981.294416
226.485816,119.920218,2977.42124
226.729248,119.892157,2983.48124
226.439427,119.934631,2980.088318
226.39631,119.994308,2967.89934
226.495593,120.008937,2962.338074
226.309798,119.993491,2959.122608
226.279185,120.199426,2956.178937
226.4045,120.182331,2953.494325
226.248867,120.263809,2960.997046
226.254078,120.427686,2964.70581
226.15041,120.551701,2962.085651
226.049378,120.401821,2956.651388
226.023059,120.670849,2950.1323
226.025886,120.779625,2953.488782
226.143182,120.696477,2947.975821
226.208944,120.672362,2946.904233
226.142759,120.396804,2954.610871
225.717332,120.256164,2957.604639
226.241952,120.140616,2957.240302
225.984674,120.294399,2951.45304
225.780411,120.281416,2949.600998
225.838446,120.191573,2945.925801
225.790797,120.182422,2944.229602
225.906347,120.221495,2940.98058
225.943451,120.248067,2944.70256
225.707143,120.366646,2942.475
225.7,120.276789,2945.088861
225.62336,120.183143,2951.847336
225.455661,120.050855,2947.692488
225.304345,119.961719,2945.992919
225.4,120.105671,2941.267227
225.392541,120.213871,2940.238501
225.30099,120.233819,2935.415262
225.263295,120.10558,2941.984838
225.188446,120.050586,2946.83395
225.13085,119.80449,2947.033834
225.387561,119.746937,2935.326199
225.419653,119.799946,2932.220368
225.638414,119.768435,2937.43426
225.877147,119.86026,2939.039552
225.735132,119.811178,2942.641839
225.372115,119.915482,2943.326399
225.240909,119.896969,2946.341756
225.068491,119.92626,2950.076801
225.174192,119.754652,2947.496988
225.324176,119.709599,2950.578742
225.758047,119.723881,2945.50198
226.186321,119.777973,2947.320417
225.019494,119.656599,2944.634419
225.027187,119.590983,2933.679883
225.060271,119.681428,2932.050904
225.066469,119.667531,2929.920643
224.421436,119.670365,2928.840427
224.727287,119.934333,2927.577247
226.267857,120.004625,2932.633412
225.72,119.851184,2930.35798
225.49664,119.99243,2928.240479
225.400767,120.182947,2925.062099
225.324571,120.086715,2919.155959
225.482556,120.033355,2920.709838
225.27,120.019117,2919.360665
225.299703,119.848585,2920.851386
225.315813,119.739289,2917.28601
225.49918,119.734282,2913.940854
225.499494,119.695897,2912.422403
225.475947,120.006511,2910.614419
225.494494,120.084379,2906.938482
225.8,119.892388,2904.618135
226.427883,119.960105,2898.055676
226.841929,120.146242,2898.636839
226.967986,120.287411,2901.842819
226.710827,120.077607,2899.361152
226.530211,120.137168,2899.105451
226.365514,120.120877,2903.724262
226.400848,120.101249,2902.874932
226.6939,120.184702,2897.794555
226.533108,120.109697,2892.873225
226.408943,120.063346,2890.456941
226.966484,119.886085,2888.190091
226.502364,119.952758,2884.982391
226.186496,120.050056,2889.880437
226.131627,119.880469,2897.691062
226.033243,119.790704,2905.591664
226.437363,119.939297,2906.978038
226.591321,119.921238,2903.748372
226.451702,120.128228,2904.0136
226.208746,120.116263,2903.855805
226.249654,120.123439,2910.735261
226.39493,120.129802,2913.138603
226.418736,120.086503,2915.138118
226.671743,120.114693,2917.958792
226.999195,120.146132,2912.489349
227.012902,120.148024,2917.117564
227.195735,120.806874,2910.98696
227.576708,120.088563,2910.688262
227.597381,120.072967,2917.968564
227.468178,120.042354,2921.707424
227.598845,120.044049,2917.275127
227.493529,120.059409,2914.173705
227.536893,120.12866,2917.491136
227.328042,120.101201,2915.960542
227.4794,120.274822,2910.423381
227.526723,120.125649,2909.619466
227.389112,120.130163,2909.093572
227.385392,120.129845,2910.577546
227.505099,120.128334,2903.212998
227.518363,120.129605,2904.479906
227.414769,120.131463,2917.32481
226.353584,120.133658,2917.911841
227.514398,120.141814,2921.542913
227.586624,120.132931,2922.068264
227.546726,120.183217,2920.259211
227.395583,120.229613,2921.074629
227.453634,120.245455,2925.351438
227.350832,120.259274,2924.936893
227.367486,120.244257,2923.237139
227.357969,120.186675,2921.108967
227.354303,120.185757,2921.363756
227.294891,120.176835,2919.812538
227.264643,120.177994,2917.446442
227.178214,120.818444,2913.961288
227.140919,120.202976,2914.586653
227.057688,120.178343,2914.452458
227.164441,120.062102,2904.937706
227.472772,120.110097,2917.908566
227.498643,120.130147,2917.084261
227.576542,120.16333,2918.725541
226.578863,120.81755,2923.336761
225.588752,120.149791,2923.504854
225.218088,120.16886,2924.705381
225.279588,120.185597,2925.730616
225.253946,120.14531,2926.733044
225.454447,120.088191,2929.809691
225.954929,120.07903,2932.851962
225.775551,120.046263,2936.820989
225.776809,119.996896,2939.719947
225.827742,119.914263,2939.527341
225.993098,119.821649,2937.99307
226.405988,119.840054,2936.301754
227.349855,119.819004,2936.952822
227.518099,119.811896,2943.536877
227.087301,119.822747,2944.621921
227.276627,119.832642,2945.177559
227.682128,119.80951,2944.102184
227.560278,119.749056,2942.059557
227.677792,119.697723,2942.385425
227.324442,119.646307,2936.032511
227.366296,119.699035,2939.737559
227.292091,119.68906,2941.45916
227.281652,119.661798,2946.693718
227.20199,119.658427,2950.889496
227.350513,119.69248,2951.750121
227.20885,119.654125,2953.126386
227.250291,117.867832,2958.031411
227.466921,119.350701,2961.025087
227.889283,119.802525,2963.388651
227.9221,119.500542,2964.902965
228.364855,119.799797,2965.477217
228.274958,120.125545,2963.783801
228.39981,119.778047,2961.56832
228.471871,119.714889,2964.014138
228.630058,119.718047,2956.612069
228.35401,119.73077,2954.366041
228.520266,119.704823,2956.166168
228.58732,119.736984,2960.968475
228.773341,119.73933,2959.720147
228.812898,119.74536,2957.840644
228.942759,119.729467,2960.529264
229.288596,119.728757,2959.498179
229.474858,119.744064,2956.319023
229.234088,120.269922,2959.895976
229.149551,119.781079,2966.159686
229.125344,119.794653,2968.835569
229.482073,119.896463,2954.90332
229.249204,119.822812,2948.409765
229.028586,119.847219,2949.176862
228.891976,119.880173,2952.316416
229.048098,119.894351,2960.21251
229.131404,119.881752,2959.391523
229.152119,119.87071,2961.208918
229.227564,119.878194,2966.024543
229.448665,119.85155,2963.620242
229.403393,119.859751,2959.907307
229.48443,119.876952,2964.650284
229.332397,119.895484,2966.661331
229.227755,119.920612,2966.888709
229.527945,119.936178,2970.009305
228.983677,119.958731,2974.873643
229.0363,119.955812,2976.297739
229.158422,119.952025,2980.294052
228.799959,119.952914,2981.352596
228.471409,120.12945,2978.812244
228.353247,119.918372,2975.614764
228.498618,119.922469,2980.277231
228.482251,119.911243,2981.14986
228.449943,119.935661,2980.0339
228.388187,119.920313,2983.498014
228.619164,119.90183,2985.066039
228.901003,119.868547,2987.14318
228.980827,119.873654,2984.748378
229.239096,119.961552,2982.550438
229.487986,119.917258,2987.254955
229.254067,119.892763,2984.507246
228.596048,119.880406,2982.890043
228.70372,119.896376,2982.390953
228.936741,119.934691,2983.569432
228.562443,119.83427,2985.836468
228.080811,119.839632,2985.274003
228.010513,119.87177,2987.364487
228.021074,119.781819,2987.6716
227.673525,119.747037,2988.602917
227.856916,119.796756,2989.286177
227.886355,119.809799,2989.785931
227.941884,119.776709,2990.059616
228.008955,119.764329,2987.457259
228.579028,119.726069,2984.820675
228.670048,119.751817,2983.784331
228.58065,119.825053,2986.07013
228.858211,119.837302,2983.499527
229.243643,119.835692,2983.387369
229.403213,119.837275,2982.859338
229.277352,119.80673,2981.642878
229.00714,119.820046,2986.26905
229.166992,119.821636,2985.909002
228.966393,119.80017,2978.019646
228.199252,119.749242,2973.168121
227.8223,119.695586,2973.207747
227.723041,119.657037,2973.836568
227.643204,119.66857,2974.52444
227.691726,119.614656,2974.729846
227.898833,119.643012,2974.226477
227.989245,119.641825,2981.019785
227.843302,119.718427,2976.366982
227.556975,119.937138,2977.14488
227.207148,119.697052,2968.6041
227.324911,119.612205,2967.004609
227.207217,119.630381,2966.300949
227.234013,119.667654,2963.802477
227.694294,119.659983,2960.538252
228.13927,119.653458,2959.458118
227.854028,119.649733,2960.686805
227.411691,119.640118,2960.636246
227.161684,119.589696,2959.337978
227.171776,119.574359,2958.141643
227.096601,119.58123,2958.217597
226.873213,119.574074,2960.345224
227.004344,119.592244,2965.064338
227.008506,119.590738,2963.432905
227.287614,119.597404,2964.81943
227.717983,119.595458,2959.416457
227.285105,119.597058,2953.140742
227.247013,119.53721,2954.315444
227.152992,119.507647,2954.510722
227.25293,119.500698,2959.02552
227.082226,119.488242,2958.72749
227.354992,119.45696,2960.100885
227.650595,119.424788,2965.642251
227.624289,119.427253,2968.275466
227.117822,119.365051,2967.86522
226.884066,119.256874,2967.690335
227.31459,119.234446,2964.673679
227.385336,119.248701,2974.16522
227.387629,119.280473,2979.233907
227.315948,119.27929,2978.734605
227.472035,119.285496,2981.80759
228.076866,119.313627,2984.721591
228.046557,119.336004,2986.069806
228.09698,119.322356,2985.949701
227.808602,119.274067,2984.665545
227.680828,119.208037,2985.203351
227.715479,119.199795,2982.550762
227.183086,119.221594,2982.207838
226.917412,119.208927,2984.074515
226.676585,119.169663,2981.086803
226.656914,119.178835,2976.971257
226.75188,119.197392,2973.437441
227.174709,119.193287,2973.337619
227.220821,119.163833,2976.508937
227.225069,119.104359,2980.861826
227.152818,119.072901,2982.533044
226.918989,119.046901,2981.98016
227.070039,119.022635,2982.504174
