Date,Open,High,Low,Close,Volume,OpenInterest
2021-03-04T10:44:00Z,120.89,120.89,120.89,120.89,866,0
2021-03-04T10:45:00Z,120.85,120.85,120.8,120.8,1418,0
2021-03-04T10:46:00Z,120.88,120.93,120.88,120.93,1739,0
2021-03-04T10:48:00Z,120.94,120.94,120.94,120.94,735,0
2021-03-04T10:52:00Z,120.93,120.93,120.93,120.93,413,0
2021-03-04T10:54:00Z,121.15,121.15,121.15,121.15,376,0
2021-03-04T10:55:00Z,121.17,121.32,121.17,121.28,856,0
2021-03-04T10:56:00Z,121.22,121.22,121.21,121.21,1129,0
2021-03-04T10:57:00Z,121.11,121.11,121.09,121.09,828,0
2021-03-04T10:58:00Z,121.1,121.1,121.09,121.09,802,0
2021-03-04T10:59:00Z,121.1,121.1,121.1,121.1,247,0
2021-03-04T11:00:00Z,121.1,121.1,121,121,1396,0
2021-03-04T11:01:00Z,120.99,120.99,120.99,120.99,389,0
2021-03-04T11:02:00Z,121.17,121.2,121.17,121.2,1459,0
2021-03-04T11:04:00Z,121.11,121.11,121.11,121.11,621,0
2021-03-04T11:05:00Z,121.11,121.11,121.11,121.11,650,0
2021-03-04T11:06:00Z,121.09,121.09,121.03,121.03,927,0
2021-03-04T11:07:00Z,121.15,121.15,121.15,121.15,477,0
2021-03-04T11:10:00Z,121.16,121.16,121.16,121.16,385,0
2021-03-04T11:11:00Z,121.16,121.16,121.16,121.16,463,0
