Date,Open,High,Low,Close,Volume,OpenInterest
2021-03-10T16:15:00Z,10.01,10.015,10,10,244163,0
2021-03-10T16:16:00Z,10.005,10.005,10,10,3720,0
2021-03-10T16:17:00Z,10,10,10,10,321278,0
2021-03-10T16:18:00Z,10,10,10,10,98352,0
2021-03-10T16:19:00Z,10,10.01,10,10,310188,0
2021-03-10T16:20:00Z,10,10.015,10,10.01,257874,0
2021-03-10T16:21:00Z,10.01,10.015,10.01,10.015,2864,0
2021-03-10T16:22:00Z,10.015,10.02,10.01,10.01,4590,0
2021-03-10T16:23:00Z,10.015,10.015,10.01,10.015,9136,0
2021-03-10T16:24:00Z,10.01,10.015,10,10.005,35647,0
2021-03-10T16:25:00Z,10.005,10.005,10.005,10.005,1110,0
2021-03-10T16:26:00Z,10.005,10.005,10,10.005,2068,0
2021-03-10T16:27:00Z,10.005,10.015,10.005,10.01,412476,0
2021-03-10T16:28:00Z,10.01,10.015,10.005,10.005,131457,0
2021-03-10T16:29:00Z,10.005,10.01,10,10,60531,0
2021-03-10T16:30:00Z,10.005,10.005,10.005,10.005,2127,0
2021-03-10T16:31:00Z,10.005,10.005,10,10.005,2590,0
2021-03-10T16:32:00Z,10.005,10.005,10,10.005,201267,0
2021-03-10T16:33:00Z,10.005,10.005,10,10,21119,0
2021-03-10T16:34:00Z,10,10.01,10,10.005,4103,0
2021-03-10T16:35:00Z,10.005,10.01,10,10.005,5352,0
2021-03-10T16:36:00Z,10,10.01,10,10.005,8972,0
2021-03-10T16:37:00Z,10,10.005,10,10,4051,0
2021-03-10T16:38:00Z,10.005,10.0099,10,10.005,2852,0
2021-03-10T16:39:00Z,10,10.005,10,10,2547,0
2021-03-10T16:40:00Z,10.005,10.005,10,10.005,5635,0
2021-03-10T16:41:00Z,10.005,10.005,10,10,1677,0
2021-03-10T16:42:00Z,10,10.005,10,10.005,2926,0
2021-03-10T16:43:00Z,10.005,10.005,10,10.005,1899,0
2021-03-10T16:44:00Z,10,10.005,10,10,11662,0
2021-03-10T16:45:00Z,10,10,10,10,4806,0
2021-03-10T16:46:00Z,10.005,10.005,10,10,3471,0
2021-03-10T16:47:00Z,10,10.005,10,10,5494,0
2021-03-10T16:48:00Z,10,10.005,10,10,104335,0
2021-03-10T16:49:00Z,10,10.005,10,10,30280,0
2021-03-10T16:50:00Z,10.005,10.005,10,10,3101,0
2021-03-10T16:51:00Z,10,10.005,10,10,4848,0
2021-03-10T16:52:00Z,10,10.005,10,10,3915,0
2021-03-10T16:53:00Z,10,10.005,10,10,3391,0
2021-03-10T16:54:00Z,10,10.005,10,10,53648,0
2021-03-10T16:55:00Z,10,10.005,10,10,3837,0
2021-03-10T16:56:00Z,10,10.005,10,10.005,3491,0
2021-03-10T16:57:00Z,10,10.005,10,10,112276,0
2021-03-10T16:58:00Z,10,10,10,10,2511,0
2021-03-10T16:59:00Z,10,10.005,10,10,103164,0
2021-03-10T17:00:00Z,10,10.005,10,10.005,106706,0
2021-03-10T17:01:00Z,10,10.0081,10,10,7743,0
2021-03-10T17:02:00Z,10,10.005,10,10,152766,0
2021-03-10T17:03:00Z,10,10.0092,10,10,7314,0
2021-03-10T17:04:00Z,10,10.005,10,10,5418,0
2021-03-10T17:05:00Z,10,10.005,10,10,4772,0
2021-03-10T17:06:00Z,10,10.005,10,10,3212,0
2021-03-10T17:07:00Z,10,10.005,10,10.005,4200,0
2021-03-10T17:08:00Z,10,10.005,10,10,26244,0
2021-03-10T17:09:00Z,10,10.005,10,10,211820,0
2021-03-10T17:10:00Z,10,10.005,10,10,46861,0
2021-03-10T17:11:00Z,10.005,10.005,10,10,2546,0
2021-03-10T17:12:00Z,10,10.005,10,10,4902,0
2021-03-10T17:13:00Z,10.005,10.005,10,10,5935,0
2021-03-10T17:14:00Z,10,10.005,10,10,4177,0
2021-03-10T17:15:00Z,10.005,10.005,10,10,2690,0
2021-03-10T17:16:00Z,10,10.005,10,10,13569,0
2021-03-10T17:17:00Z,10,10.005,10,10,9311,0
2021-03-10T17:18:00Z,10,10.005,10,10,5836,0
2021-03-10T17:19:00Z,10,10.0087,10,10,7117,0
2021-03-10T17:20:00Z,10,10.005,10,10,5589,0
2021-03-10T17:21:00Z,10,10.005,10,10,8120,0
2021-03-10T17:22:00Z,10,10.005,10,10,12523,0
2021-03-10T17:23:00Z,10,10.005,10,10,6739,0
2021-03-10T17:24:00Z,10,10.005,10,10,208140,0
